tag,date,question_count,question_pct,unanswered_count,unanswered_pct
paypal,4/19/2017,16709,0.001219233,7953,0.002049543
actionscript-3,4/19/2017,40592,0.002961956,11038,0.002844589
amazon-sqs,4/19/2017,1041,7.60E-05,335,8.63E-05
amazon-simpledb,4/19/2017,383,2.79E-05,76,1.96E-05
amazon-cloudfront,4/19/2017,1601,1.17E-04,606,1.56E-04
amazon-elastic-beanstalk,4/19/2017,391,2.85E-05,197,5.08E-05
windows,4/19/2017,108192,0.007894631,32864,0.0084693
amazon-rds-aurora,4/19/2017,111,8.10E-06,51,1.31E-05
google-spreadsheet,4/19/2017,10501,7.66E-04,4202,0.001082889
dropbox,4/19/2017,2811,2.05E-04,1088,2.80E-04
amazon-cloudsearch,4/19/2017,261,1.90E-05,109,2.81E-05
mongodb,4/19/2017,80720,0.005890013,27675,0.00713203
amazon-cloudformation,4/19/2017,942,6.87E-05,301,7.76E-05
amazon-data-pipeline,4/19/2017,263,1.92E-05,129,3.32E-05
android-pay,4/19/2017,447,3.26E-05,207,5.33E-05
amazon-glacier,4/19/2017,140,1.02E-05,39,1.01E-05
citrix,4/19/2017,529,3.86E-05,254,6.55E-05
amazon-elb,4/19/2017,742,5.41E-05,265,6.83E-05
excel,4/19/2017,118127,0.008619578,41670,0.010738678
ios,4/19/2017,502740,0.036684437,164959,0.042511448
amazon-emr,4/19/2017,749,5.47E-05,342,8.81E-05
dropbox-api,4/19/2017,1845,1.35E-04,749,1.93E-04
amazon,4/19/2017,3559,2.60E-04,1359,3.50E-04
android,4/19/2017,977171,0.071302997,365249,0.094127679
applepay,4/19/2017,232,1.69E-05,107,2.76E-05
amazon-swf,4/19/2017,190,1.39E-05,59,1.52E-05
amazon-cognito,4/19/2017,861,6.28E-05,311,8.01E-05
ios9,4/19/2017,4238,3.09E-04,1774,4.57E-04
actionscript,4/19/2017,8978,6.55E-04,2441,6.29E-04
osx,4/19/2017,76767,0.00560161,24864,0.006407681
amazon-vpc,4/19/2017,459,3.35E-05,148,3.81E-05
applepayjs,4/19/2017,11,8.03E-07,6,1.55E-06
amazon-lambda,4/19/2017,2628,1.92E-04,2628,6.77E-04
amazon-rds,4/19/2017,1537,1.12E-04,584,1.51E-04
sql-server,4/19/2017,197613,0.014419566,46834,0.012069471
amazon-cloudwatch,4/19/2017,567,4.14E-05,218,5.62E-05
amazon-dynamodb,4/19/2017,3569,2.60E-04,1271,3.28E-04
amazon-ebs,4/19/2017,283,2.07E-05,44,1.13E-05
amazon-rds-aurora,4/18/2017,111,8.10E-06,51,1.32E-05
amazon-emr,4/18/2017,748,5.46E-05,343,8.85E-05
android-pay,4/18/2017,447,3.26E-05,207,5.34E-05
applepayjs,4/18/2017,11,8.03E-07,6,1.55E-06
amazon-elasticache,4/18/2017,304,2.22E-05,122,3.15E-05
amazon-dynamodb,4/18/2017,3563,2.60E-04,1267,3.27E-04
amazon-lambda,4/18/2017,2619,1.91E-04,2619,6.76E-04
sql-server,4/18/2017,197445,0.014416908,46764,0.012063354
applepay,4/18/2017,231,1.69E-05,106,2.73E-05
excel,4/18/2017,118020,0.008617506,41628,0.010738461
ios,4/18/2017,502473,0.036689362,164888,0.042535079
dropbox,4/18/2017,2810,2.05E-04,1087,2.80E-04
amazon-mws,4/18/2017,551,4.02E-05,230,5.93E-05
stripe-payments,4/18/2017,2944,2.15E-04,1167,3.01E-04
amazon-sns,4/18/2017,904,6.60E-05,416,1.07E-04
ios9,4/18/2017,4239,3.10E-04,1776,4.58E-04
amazon-rds,4/18/2017,1536,1.12E-04,583,1.50E-04
mongodb,4/18/2017,80636,0.005887802,27630,0.00712745
actionscript-3,4/18/2017,40587,0.002963565,11036,0.002846885
amazon-elastic-beanstalk,4/18/2017,389,2.84E-05,195,5.03E-05
amazon-simpledb,4/18/2017,383,2.80E-05,76,1.96E-05
google-spreadsheet,4/18/2017,10489,7.66E-04,4199,0.001083186
amazon-cloudformation,4/18/2017,938,6.85E-05,299,7.71E-05
amazon-route53,4/18/2017,672,4.91E-05,225,5.80E-05
paypal,4/18/2017,16699,0.001219315,7948,0.002050281
amazon-ses,4/18/2017,605,4.42E-05,208,5.37E-05
osx,4/18/2017,76718,0.005601763,24840,0.006407814
amazon-s3,4/18/2017,17926,0.001308913,6929,0.001787428
ios8,4/18/2017,9440,6.89E-04,3354,8.65E-04
actionscript,4/18/2017,8978,6.56E-04,2441,6.30E-04
amazon-vpc,4/18/2017,459,3.35E-05,150,3.87E-05
dropbox-api,4/18/2017,1844,1.35E-04,748,1.93E-04
amazon-glacier,4/18/2017,140,1.02E-05,39,1.01E-05
citrix,4/18/2017,529,3.86E-05,254,6.55E-05
amazon-swf,4/18/2017,190,1.39E-05,59,1.52E-05
amazon,4/18/2017,3557,2.60E-04,1359,3.51E-04
android,4/18/2017,976522,0.071303086,364953,0.094144345
amazon-cognito,4/18/2017,858,6.26E-05,309,7.97E-05
amazon-cloudwatch,4/18/2017,567,4.14E-05,219,5.65E-05
amazon-ebs,4/18/2017,283,2.07E-05,44,1.14E-05
amazon-web-services,4/18/2017,39289,0.002868787,14968,0.003861196
amazon-ecs,4/18/2017,339,2.48E-05,140,3.61E-05
azure,4/18/2017,40875,0.002984581,13803,0.00356065
amazon-redshift,4/18/2017,1951,1.42E-04,717,1.85E-04
amazon-kinesis,4/18/2017,398,2.91E-05,173,4.46E-05
cognos,4/18/2017,756,5.52E-05,338,8.72E-05
amazon-cloudfront,4/18/2017,1599,1.17E-04,604,1.56E-04
amazon-cloudsearch,4/18/2017,261,1.91E-05,109,2.81E-05
amazon-elb,4/18/2017,742,5.42E-05,265,6.84E-05
windows,4/18/2017,108125,0.007894998,32842,0.008472001
amazon-data-pipeline,4/18/2017,263,1.92E-05,129,3.33E-05
amazon-sqs,4/18/2017,1039,7.59E-05,335,8.64E-05
amazon-ec2,4/18/2017,17016,0.001242467,6123,0.00157951
amazon,4/17/2017,3556,2.60E-04,1358,3.51E-04
google-spreadsheet,4/17/2017,10485,7.66E-04,4200,0.001084399
amazon-swf,4/17/2017,189,1.38E-05,58,1.50E-05
citrix,4/17/2017,529,3.86E-05,254,6.56E-05
amazon-s3,4/17/2017,17908,0.00130829,6917,0.001785906
stripe-payments,4/17/2017,2942,2.15E-04,1165,3.01E-04
amazon-route53,4/17/2017,671,4.90E-05,224,5.78E-05
ios,4/17/2017,502253,0.036692704,164770,0.042542183
dropbox,4/17/2017,2810,2.05E-04,1087,2.81E-04
ios8,4/17/2017,9440,6.90E-04,3354,8.66E-04
dropbox-api,4/17/2017,1842,1.35E-04,747,1.93E-04
amazon-glacier,4/17/2017,140,1.02E-05,39,1.01E-05
amazon-mws,4/17/2017,550,4.02E-05,229,5.91E-05
amazon-ses,4/17/2017,605,4.42E-05,209,5.40E-05
amazon-vpc,4/17/2017,457,3.34E-05,149,3.85E-05
actionscript,4/17/2017,8980,6.56E-04,2444,6.31E-04
applepay,4/17/2017,231,1.69E-05,106,2.74E-05
amazon-ec2,4/17/2017,16994,0.001241517,6109,0.001577288
android-pay,4/17/2017,447,3.27E-05,207,5.34E-05
amazon-simpledb,4/17/2017,383,2.80E-05,76,1.96E-05
amazon-cloudformation,4/17/2017,938,6.85E-05,300,7.75E-05
amazon-cloudsearch,4/17/2017,261,1.91E-05,109,2.81E-05
actionscript-3,4/17/2017,40580,0.00296462,11032,0.002848365
amazon-data-pipeline,4/17/2017,262,1.91E-05,130,3.36E-05
amazon-cloudfront,4/17/2017,1598,1.17E-04,604,1.56E-04
amazon-emr,4/17/2017,748,5.46E-05,343,8.86E-05
mongodb,4/17/2017,80571,0.005886174,27591,0.007123668
amazon-sqs,4/17/2017,1039,7.59E-05,336,8.68E-05
excel,4/17/2017,117939,0.008616151,41594,0.01073916
cognos,4/17/2017,756,5.52E-05,338,8.73E-05
amazon-kinesis,4/17/2017,399,2.91E-05,172,4.44E-05
amazon-rds-aurora,4/17/2017,111,8.11E-06,53,1.37E-05
amazon-redshift,4/17/2017,1947,1.42E-04,716,1.85E-04
azure,4/17/2017,40855,0.002984702,13813,0.00356638
amazon-ecs,4/17/2017,338,2.47E-05,139,3.59E-05
applepayjs,4/17/2017,11,8.04E-07,6,1.55E-06
amazon-web-services,4/17/2017,39244,0.002867016,14948,0.003859439
ios9,4/17/2017,4238,3.10E-04,1776,4.59E-04
amazon-elasticache,4/17/2017,304,2.22E-05,122,3.15E-05
amazon-elb,4/17/2017,742,5.42E-05,265,6.84E-05
amazon-rds,4/17/2017,1534,1.12E-04,582,1.50E-04
amazon-ebs,4/17/2017,283,2.07E-05,44,1.14E-05
windows,4/17/2017,108071,0.007895235,32818,0.008473285
amazon-cloudwatch,4/17/2017,566,4.13E-05,218,5.63E-05
osx,4/17/2017,76690,0.00560268,24833,0.006411662
amazon-sns,4/17/2017,902,6.59E-05,414,1.07E-04
amazon-dynamodb,4/17/2017,3556,2.60E-04,1263,3.26E-04
paypal,4/17/2017,16693,0.001219523,7946,0.002051577
amazon-lambda,4/17/2017,2610,1.91E-04,2610,6.74E-04
sql-server,4/17/2017,197323,0.014415629,46717,0.012061864
android,4/17/2017,975978,0.071301089,364600,0.094136164
amazon-elastic-beanstalk,4/17/2017,389,2.84E-05,195,5.03E-05
amazon-cognito,4/17/2017,855,6.25E-05,306,7.90E-05
excel,4/16/2017,117903,0.00861621,41573,0.010738947
google-spreadsheet,4/16/2017,10480,7.66E-04,4200,0.001084926
amazon-cloudformation,4/16/2017,937,6.85E-05,299,7.72E-05
amazon-sns,4/16/2017,902,6.59E-05,414,1.07E-04
windows,4/16/2017,108048,0.007896015,32809,0.008475067
osx,4/16/2017,76669,0.00560289,24825,0.006412677
paypal,4/16/2017,16685,0.001219319,7939,0.002050765
amazon-ec2,4/16/2017,16985,0.001241245,6104,0.001576757
amazon-s3,4/16/2017,17895,0.001307747,6907,0.001784184
stripe-payments,4/16/2017,2934,2.14E-04,1159,2.99E-04
ios8,4/16/2017,9440,6.90E-04,3354,8.66E-04
amazon-ses,4/16/2017,605,4.42E-05,209,5.40E-05
amazon-simpledb,4/16/2017,383,2.80E-05,76,1.96E-05
amazon-glacier,4/16/2017,140,1.02E-05,39,1.01E-05
actionscript,4/16/2017,8979,6.56E-04,2443,6.31E-04
dropbox-api,4/16/2017,1842,1.35E-04,747,1.93E-04
dropbox,4/16/2017,2810,2.05E-04,1087,2.81E-04
ios,4/16/2017,502168,0.036697913,164744,0.042555896
amazon-vpc,4/16/2017,458,3.35E-05,150,3.87E-05
citrix,4/16/2017,529,3.87E-05,254,6.56E-05
amazon,4/16/2017,3557,2.60E-04,1360,3.51E-04
amazon-swf,4/16/2017,189,1.38E-05,58,1.50E-05
amazon-cognito,4/16/2017,854,6.24E-05,305,7.88E-05
amazon-dynamodb,4/16/2017,3553,2.60E-04,1262,3.26E-04
sql-server,4/16/2017,197287,0.014417494,46700,0.012063324
amazon-lambda,4/16/2017,2610,1.91E-04,2610,6.74E-04
amazon-cloudwatch,4/16/2017,566,4.14E-05,218,5.63E-05
amazon-route53,4/16/2017,671,4.90E-05,224,5.79E-05
android,4/16/2017,975634,0.071298194,364414,0.094133784
amazon-ebs,4/16/2017,283,2.07E-05,44,1.14E-05
amazon-elb,4/16/2017,740,5.41E-05,264,6.82E-05
amazon-elasticache,4/16/2017,304,2.22E-05,122,3.15E-05
amazon-web-services,4/16/2017,39218,0.002866009,14933,0.003857423
applepayjs,4/16/2017,11,8.04E-07,6,1.55E-06
amazon-ecs,4/16/2017,338,2.47E-05,139,3.59E-05
azure,4/16/2017,40842,0.002984683,13804,0.003565782
amazon-redshift,4/16/2017,1945,1.42E-04,716,1.85E-04
amazon-rds-aurora,4/16/2017,111,8.11E-06,53,1.37E-05
cognos,4/16/2017,756,5.52E-05,338,8.73E-05
amazon-kinesis,4/16/2017,398,2.91E-05,171,4.42E-05
amazon-mws,4/16/2017,551,4.03E-05,229,5.92E-05
amazon-emr,4/16/2017,748,5.47E-05,343,8.86E-05
amazon-sqs,4/16/2017,1039,7.59E-05,336,8.68E-05
amazon-cloudfront,4/16/2017,1596,1.17E-04,603,1.56E-04
amazon-cloudsearch,4/16/2017,261,1.91E-05,109,2.82E-05
android-pay,4/16/2017,447,3.27E-05,207,5.35E-05
amazon-rds,4/16/2017,1534,1.12E-04,582,1.50E-04
ios9,4/16/2017,4237,3.10E-04,1775,4.59E-04
mongodb,4/16/2017,80535,0.005885387,27577,0.007123522
actionscript-3,4/16/2017,40577,0.002965324,11029,0.00284896
applepay,4/16/2017,231,1.69E-05,106,2.74E-05
amazon-elastic-beanstalk,4/16/2017,389,2.84E-05,195,5.04E-05
amazon-data-pipeline,4/16/2017,262,1.91E-05,131,3.38E-05
amazon-ec2,4/15/2017,16982,0.001241435,6107,0.00157844
amazon-web-services,4/15/2017,39194,0.002865198,14919,0.003856024
mongodb,4/15/2017,80490,0.005884025,27558,0.007122681
applepay,4/15/2017,233,1.70E-05,106,2.74E-05
amazon-sqs,4/15/2017,1036,7.57E-05,333,8.61E-05
amazon-ebs,4/15/2017,283,2.07E-05,44,1.14E-05
amazon-elastic-beanstalk,4/15/2017,389,2.84E-05,195,5.04E-05
amazon-cloudfront,4/15/2017,1594,1.17E-04,602,1.56E-04
azure,4/15/2017,40829,0.002984711,13796,0.003565747
amazon-cloudsearch,4/15/2017,261,1.91E-05,109,2.82E-05
actionscript-3,4/15/2017,40575,0.002966153,11028,0.002850342
amazon-elb,4/15/2017,739,5.40E-05,263,6.80E-05
amazon-elasticache,4/15/2017,304,2.22E-05,122,3.15E-05
windows,4/15/2017,108002,0.007895241,32780,0.00847239
amazon-lambda,4/15/2017,2609,1.91E-04,2609,6.74E-04
amazon-mws,4/15/2017,551,4.03E-05,229,5.92E-05
sql-server,4/15/2017,197230,0.014418052,46674,0.012063464
android-pay,4/15/2017,446,3.26E-05,206,5.32E-05
amazon-ecs,4/15/2017,338,2.47E-05,139,3.59E-05
amazon-glacier,4/15/2017,140,1.02E-05,39,1.01E-05
osx,4/15/2017,76633,0.005602101,24803,0.006410687
amazon-rds-aurora,4/15/2017,110,8.04E-06,52,1.34E-05
amazon-simpledb,4/15/2017,383,2.80E-05,76,1.96E-05
amazon-ses,4/15/2017,605,4.42E-05,209,5.40E-05
amazon-sns,4/15/2017,902,6.59E-05,414,1.07E-04
android,4/15/2017,975234,0.071292329,364170,0.094124416
amazon-cloudformation,4/15/2017,935,6.84E-05,298,7.70E-05
amazon-redshift,4/15/2017,1945,1.42E-04,717,1.85E-04
excel,4/15/2017,117864,0.008616182,41555,0.010740404
paypal,4/15/2017,16682,0.001219499,7938,0.002051674
dropbox-api,4/15/2017,1842,1.35E-04,749,1.94E-04
amazon-cognito,4/15/2017,854,6.24E-05,305,7.88E-05
amazon-dynamodb,4/15/2017,3552,2.60E-04,1261,3.26E-04
cognos,4/15/2017,756,5.53E-05,338,8.74E-05
dropbox,4/15/2017,2809,2.05E-04,1086,2.81E-04
actionscript,4/15/2017,8979,6.56E-04,2443,6.31E-04
applepayjs,4/15/2017,11,8.04E-07,6,1.55E-06
ios,4/15/2017,502070,0.036702818,164692,0.042566984
amazon-rds,4/15/2017,1533,1.12E-04,581,1.50E-04
ios8,4/15/2017,9440,6.90E-04,3354,8.67E-04
amazon-kinesis,4/15/2017,398,2.91E-05,171,4.42E-05
stripe-payments,4/15/2017,2933,2.14E-04,1158,2.99E-04
amazon-emr,4/15/2017,748,5.47E-05,343,8.87E-05
amazon-vpc,4/15/2017,457,3.34E-05,150,3.88E-05
amazon-route53,4/15/2017,670,4.90E-05,223,5.76E-05
amazon-s3,4/15/2017,17889,0.001307739,6906,0.001784952
citrix,4/15/2017,529,3.87E-05,255,6.59E-05
amazon-cloudwatch,4/15/2017,564,4.12E-05,216,5.58E-05
amazon,4/15/2017,3554,2.60E-04,1357,3.51E-04
google-spreadsheet,4/15/2017,10468,7.65E-04,4191,0.001083218
amazon-swf,4/15/2017,189,1.38E-05,58,1.50E-05
amazon-data-pipeline,4/15/2017,262,1.92E-05,131,3.39E-05
ios9,4/15/2017,4237,3.10E-04,1773,4.58E-04
amazon-mws,4/14/2017,551,4.03E-05,230,5.93E-05
amazon-rds,4/14/2017,1533,1.12E-04,581,1.50E-04
ios8,4/14/2017,9444,6.90E-04,3357,8.66E-04
google-spreadsheet,4/14/2017,10481,7.66E-04,4213,0.001086835
amazon-cognito,4/14/2017,853,6.23E-05,306,7.89E-05
azure,4/14/2017,40832,0.002983917,13822,0.003565671
amazon-rds-aurora,4/14/2017,111,8.11E-06,53,1.37E-05
amazon-lambda,4/14/2017,2600,1.90E-04,2600,6.71E-04
sql-server,4/14/2017,197230,0.01441316,46723,0.012053181
applepayjs,4/14/2017,11,8.04E-07,6,1.55E-06
amazon-cloudwatch,4/14/2017,564,4.12E-05,216,5.57E-05
amazon-ebs,4/14/2017,282,2.06E-05,44,1.14E-05
paypal,4/14/2017,16708,0.001220986,7965,0.002054736
amazon-elasticache,4/14/2017,304,2.22E-05,122,3.15E-05
amazon-elb,4/14/2017,738,5.39E-05,263,6.78E-05
amazon-route53,4/14/2017,669,4.89E-05,223,5.75E-05
amazon-ecs,4/14/2017,338,2.47E-05,139,3.59E-05
amazon-dynamodb,4/14/2017,3554,2.60E-04,1266,3.27E-04
amazon-data-pipeline,4/14/2017,261,1.91E-05,130,3.35E-05
amazon-redshift,4/14/2017,1943,1.42E-04,715,1.84E-04
windows,4/14/2017,108056,0.007896511,32859,0.008476671
cognos,4/14/2017,757,5.53E-05,339,8.75E-05
amazon-sns,4/14/2017,903,6.60E-05,415,1.07E-04
amazon-emr,4/14/2017,749,5.47E-05,347,8.95E-05
amazon-kinesis,4/14/2017,400,2.92E-05,173,4.46E-05
ios9,4/14/2017,4245,3.10E-04,1783,4.60E-04
amazon-web-services,4/14/2017,39201,0.00286474,14953,0.003857475
mongodb,4/14/2017,80525,0.005884588,27604,0.007121018
amazon-sqs,4/14/2017,1037,7.58E-05,334,8.62E-05
amazon-cloudfront,4/14/2017,1593,1.16E-04,601,1.55E-04
amazon-ec2,4/14/2017,16995,0.001241965,6128,0.00158086
amazon-cloudsearch,4/14/2017,260,1.90E-05,108,2.79E-05
actionscript-3,4/14/2017,40581,0.002965588,11035,0.002846737
amazon-elastic-beanstalk,4/14/2017,389,2.84E-05,195,5.03E-05
applepay,4/14/2017,233,1.70E-05,106,2.73E-05
android,4/14/2017,975748,0.071305748,364857,0.094122761
android-pay,4/14/2017,446,3.26E-05,206,5.31E-05
excel,4/14/2017,117932,0.00861823,41648,0.010743973
amazon-glacier,4/14/2017,140,1.02E-05,39,1.01E-05
amazon-cloudformation,4/14/2017,933,6.82E-05,299,7.71E-05
amazon-simpledb,4/14/2017,383,2.80E-05,76,1.96E-05
amazon-ses,4/14/2017,605,4.42E-05,209,5.39E-05
amazon-vpc,4/14/2017,456,3.33E-05,149,3.84E-05
dropbox-api,4/14/2017,1842,1.35E-04,749,1.93E-04
dropbox,4/14/2017,2807,2.05E-04,1084,2.80E-04
actionscript,4/14/2017,8979,6.56E-04,2443,6.30E-04
ios,4/14/2017,502248,0.036703416,164991,0.042563318
stripe-payments,4/14/2017,2935,2.14E-04,1162,3.00E-04
osx,4/14/2017,76666,0.005602618,24849,0.006410385
amazon,4/14/2017,3556,2.60E-04,1360,3.51E-04
citrix,4/14/2017,531,3.88E-05,257,6.63E-05
amazon-s3,4/14/2017,17898,0.001307954,6917,0.001784401
amazon-swf,4/14/2017,189,1.38E-05,58,1.50E-05
amazon-mws,4/13/2017,551,4.03E-05,230,5.94E-05
applepay,4/13/2017,233,1.70E-05,106,2.74E-05
amazon,4/13/2017,3550,2.60E-04,1354,3.50E-04
amazon-elasticache,4/13/2017,304,2.22E-05,122,3.15E-05
sql-server,4/13/2017,197104,0.014413002,46691,0.012057293
amazon-lambda,4/13/2017,2582,1.89E-04,2582,6.67E-04
ios,4/13/2017,501978,0.036706687,164847,0.042569735
dropbox,4/13/2017,2805,2.05E-04,1083,2.80E-04
amazon-glacier,4/13/2017,140,1.02E-05,39,1.01E-05
stripe-payments,4/13/2017,2932,2.14E-04,1162,3.00E-04
ios9,4/13/2017,4245,3.10E-04,1783,4.60E-04
actionscript-3,4/13/2017,40577,0.002967156,11035,0.002849656
google-spreadsheet,4/13/2017,10467,7.65E-04,4206,0.001086143
amazon-cloudformation,4/13/2017,932,6.82E-05,299,7.72E-05
paypal,4/13/2017,16693,0.001220655,7958,0.002055037
amazon-s3,4/13/2017,17886,0.001307898,6917,0.001786234
amazon-ses,4/13/2017,604,4.42E-05,208,5.37E-05
dropbox-api,4/13/2017,1841,1.35E-04,748,1.93E-04
amazon-swf,4/13/2017,189,1.38E-05,58,1.50E-05
amazon-cloudwatch,4/13/2017,564,4.12E-05,217,5.60E-05
amazon-ebs,4/13/2017,282,2.06E-05,44,1.14E-05
amazon-elb,4/13/2017,738,5.40E-05,263,6.79E-05
amazon-ecs,4/13/2017,338,2.47E-05,139,3.59E-05
amazon-redshift,4/13/2017,1941,1.42E-04,713,1.84E-04
cognos,4/13/2017,757,5.54E-05,339,8.75E-05
amazon-kinesis,4/13/2017,397,2.90E-05,170,4.39E-05
amazon-web-services,4/13/2017,39153,0.002863028,14926,0.003854464
amazon-rds-aurora,4/13/2017,110,8.04E-06,52,1.34E-05
amazon-sqs,4/13/2017,1037,7.58E-05,334,8.63E-05
android-pay,4/13/2017,446,3.26E-05,206,5.32E-05
amazon-ec2,4/13/2017,16985,0.001242013,6123,0.001581193
amazon-vpc,4/13/2017,457,3.34E-05,151,3.90E-05
android,4/13/2017,975211,0.071311244,364582,0.094148362
azure,4/13/2017,40793,0.00298294,13812,0.003566754
windows,4/13/2017,107995,0.007897009,32819,0.008475045
amazon-data-pipeline,4/13/2017,261,1.91E-05,130,3.36E-05
amazon-cloudsearch,4/13/2017,260,1.90E-05,108,2.79E-05
amazon-cloudfront,4/13/2017,1593,1.16E-04,601,1.55E-04
amazon-cognito,4/13/2017,852,6.23E-05,305,7.88E-05
citrix,4/13/2017,531,3.88E-05,257,6.64E-05
actionscript,4/13/2017,8978,6.57E-04,2442,6.31E-04
amazon-route53,4/13/2017,669,4.89E-05,223,5.76E-05
amazon-simpledb,4/13/2017,383,2.80E-05,76,1.96E-05
ios8,4/13/2017,9443,6.91E-04,3356,8.67E-04
amazon-elastic-beanstalk,4/13/2017,389,2.84E-05,195,5.04E-05
mongodb,4/13/2017,80468,0.005884107,27568,0.007119002
amazon-rds,4/13/2017,1533,1.12E-04,580,1.50E-04
amazon-sns,4/13/2017,901,6.59E-05,414,1.07E-04
excel,4/13/2017,117833,0.008616404,41606,0.010744175
osx,4/13/2017,76620,0.005602768,24820,0.006409465
applepayjs,4/13/2017,11,8.04E-07,6,1.55E-06
amazon-dynamodb,4/13/2017,3553,2.60E-04,1266,3.27E-04
amazon-emr,4/13/2017,747,5.46E-05,347,8.96E-05
amazon-dynamodb,4/12/2017,3546,2.59E-04,1263,3.27E-04
amazon-s3,4/12/2017,17860,0.001306908,6906,0.001785397
osx,4/12/2017,76592,0.005604631,24812,0.006414605
amazon-cloudfront,4/12/2017,1592,1.16E-04,601,1.55E-04
amazon-sns,4/12/2017,900,6.59E-05,414,1.07E-04
amazon-emr,4/12/2017,747,5.47E-05,347,8.97E-05
excel,4/12/2017,117709,0.00861335,41556,0.01074337
amazon-route53,4/12/2017,669,4.90E-05,224,5.79E-05
ios8,4/12/2017,9443,6.91E-04,3356,8.68E-04
paypal,4/12/2017,16676,0.001220264,7954,0.002056323
amazon-web-services,4/12/2017,39089,0.002860342,14897,0.003851298
amazon-elasticache,4/12/2017,304,2.22E-05,123,3.18E-05
amazon-kinesis,4/12/2017,397,2.91E-05,170,4.39E-05
amazon-redshift,4/12/2017,1938,1.42E-04,711,1.84E-04
amazon-ec2,4/12/2017,16972,0.001241928,6118,0.001581677
amazon-cloudformation,4/12/2017,927,6.78E-05,298,7.70E-05
amazon-rds,4/12/2017,1532,1.12E-04,581,1.50E-04
cognos,4/12/2017,756,5.53E-05,338,8.74E-05
applepayjs,4/12/2017,11,8.05E-07,6,1.55E-06
google-spreadsheet,4/12/2017,10460,7.65E-04,4205,0.001087108
amazon-elastic-beanstalk,4/12/2017,388,2.84E-05,194,5.02E-05
ios9,4/12/2017,4245,3.11E-04,1784,4.61E-04
amazon-ecs,4/12/2017,337,2.47E-05,140,3.62E-05
mongodb,4/12/2017,80404,0.005883528,27544,0.00712082
actionscript-3,4/12/2017,40574,0.002969008,11033,0.002852347
amazon-ebs,4/12/2017,282,2.06E-05,44,1.14E-05
amazon-rds-aurora,4/12/2017,109,7.98E-06,51,1.32E-05
amazon-elb,4/12/2017,737,5.39E-05,262,6.77E-05
sql-server,4/12/2017,196974,0.014413554,46646,0.01205925
android-pay,4/12/2017,446,3.26E-05,206,5.33E-05
amazon-cloudwatch,4/12/2017,563,4.12E-05,215,5.56E-05
amazon-lambda,4/12/2017,2572,1.88E-04,2572,6.65E-04
amazon-sqs,4/12/2017,1037,7.59E-05,334,8.63E-05
windows,4/12/2017,107923,0.007897255,32777,0.008473744
amazon-cognito,4/12/2017,851,6.23E-05,304,7.86E-05
ios,4/12/2017,501713,0.036712931,164727,0.042586641
dropbox,4/12/2017,2804,2.05E-04,1083,2.80E-04
amazon-swf,4/12/2017,189,1.38E-05,58,1.50E-05
citrix,4/12/2017,531,3.89E-05,257,6.64E-05
amazon-glacier,4/12/2017,139,1.02E-05,38,9.82E-06
amazon-data-pipeline,4/12/2017,261,1.91E-05,130,3.36E-05
applepay,4/12/2017,233,1.70E-05,106,2.74E-05
amazon,4/12/2017,3546,2.59E-04,1351,3.49E-04
stripe-payments,4/12/2017,2930,2.14E-04,1164,3.01E-04
actionscript,4/12/2017,8977,6.57E-04,2441,6.31E-04
dropbox-api,4/12/2017,1841,1.35E-04,748,1.93E-04
amazon-mws,4/12/2017,549,4.02E-05,228,5.89E-05
azure,4/12/2017,40734,0.002980706,13788,0.003564568
amazon-simpledb,4/12/2017,383,2.80E-05,76,1.96E-05
amazon-cloudsearch,4/12/2017,260,1.90E-05,109,2.82E-05
android,4/12/2017,974570,0.071314152,364243,0.094166892
amazon-ses,4/12/2017,604,4.42E-05,208,5.38E-05
amazon-vpc,4/12/2017,456,3.34E-05,150,3.88E-05
amazon-rds-aurora,4/11/2017,109,7.98E-06,51,1.32E-05
android,4/11/2017,973909,0.071316226,363875,0.09418298
azure,4/11/2017,40675,0.002978495,13773,0.003564905
windows,4/11/2017,107854,0.007897794,32728,0.008471086
amazon-data-pipeline,4/11/2017,260,1.90E-05,129,3.34E-05
amazon-cloudsearch,4/11/2017,260,1.90E-05,109,2.82E-05
amazon-cloudfront,4/11/2017,1589,1.16E-04,599,1.55E-04
amazon-web-services,4/11/2017,39026,0.002857758,14861,0.003846547
amazon-kinesis,4/11/2017,396,2.90E-05,169,4.37E-05
amazon-redshift,4/11/2017,1937,1.42E-04,710,1.84E-04
cognos,4/11/2017,754,5.52E-05,336,8.70E-05
amazon-ecs,4/11/2017,337,2.47E-05,140,3.62E-05
amazon-ebs,4/11/2017,281,2.06E-05,43,1.11E-05
amazon-elb,4/11/2017,736,5.39E-05,261,6.76E-05
amazon-cloudwatch,4/11/2017,563,4.12E-05,215,5.56E-05
applepay,4/11/2017,233,1.71E-05,107,2.77E-05
amazon-cognito,4/11/2017,850,6.22E-05,304,7.87E-05
amazon-swf,4/11/2017,189,1.38E-05,58,1.50E-05
citrix,4/11/2017,531,3.89E-05,258,6.68E-05
actionscript,4/11/2017,8977,6.57E-04,2442,6.32E-04
amazon,4/11/2017,3546,2.60E-04,1351,3.50E-04
dropbox-api,4/11/2017,1840,1.35E-04,748,1.94E-04
amazon-simpledb,4/11/2017,383,2.80E-05,76,1.97E-05
