tag,date,question_count,question_pct,unanswered_count,unanswered_pct
amazon-redshift,12/22/2017,2596,1.72E-04,934,2.15E-04
amazon-sns,12/22/2017,1136,7.52E-05,504,1.16E-04
amazon-cloudwatch,12/21/2017,822,5.45E-05,323,7.45E-05
amazon-cognito,12/21/2017,1301,8.62E-05,485,1.12E-04
amazon-cloudfront,12/21/2017,1936,1.28E-04,731,1.69E-04
google-spreadsheet,12/21/2017,12470,8.26E-04,4726,0.001089598
sql-server,12/21/2017,220520,0.014608977,54132,0.01248034
paypal,12/21/2017,17617,0.001167088,8331,0.001920744
actionscript-3,12/21/2017,40995,0.002715772,11053,0.002548339
applepay,12/21/2017,296,1.96E-05,134,3.09E-05
citrix,12/21/2017,580,3.84E-05,290,6.69E-05
stripe-payments,12/21/2017,3537,2.34E-04,1370,3.16E-04
amazon-s3,12/21/2017,21516,0.001425354,8343,0.001923523
amazon-ses,12/21/2017,691,4.58E-05,234,5.39E-05
amazon-dynamodb,12/21/2017,4666,3.09E-04,1668,3.85E-04
amazon-glacier,12/21/2017,170,1.13E-05,52,1.20E-05
amazon-ebs,12/21/2017,317,2.10E-05,53,1.22E-05
ios,12/21/2017,543983,0.036037163,178783,0.041219912
amazon-sqs,12/21/2017,1249,8.27E-05,412,9.50E-05
osx,12/21/2017,82536,0.005467744,82536,0.019029328
amazon-rds,12/21/2017,1987,1.32E-04,768,1.77E-04
amazon-cloudformation,12/21/2017,1653,1.10E-04,553,1.27E-04
cognos,12/21/2017,812,5.38E-05,370,8.53E-05
actionscript,12/21/2017,9045,5.99E-04,2423,5.59E-04
amazon-vpc,12/21/2017,573,3.80E-05,163,3.76E-05
windows,12/21/2017,116420,0.007712575,35937,0.008285413
azure,12/21/2017,50607,0.003352603,17001,0.003919646
android,12/21/2017,1060785,0.070274802,396523,0.091420041
amazon-rds-aurora,12/21/2017,196,1.30E-05,83,1.91E-05
amazon-kinesis,12/21/2017,563,3.73E-05,261,6.02E-05
amazon-swf,12/21/2017,222,1.47E-05,76,1.75E-05
amazon-elasticache,12/21/2017,371,2.46E-05,150,3.46E-05
amazon-web-services,12/21/2017,50454,0.003342389,19354,0.004462167
mongodb,12/21/2017,92055,0.006098418,31951,0.007366381
amazon-sns,12/21/2017,1136,7.53E-05,505,1.16E-04
dropbox,12/21/2017,2972,1.97E-04,1142,2.63E-04
amazon-elastic-beanstalk,12/21/2017,552,3.66E-05,273,6.29E-05
amazon-ec2,12/21/2017,19903,0.001318499,7252,0.001671987
amazon-lambda,12/21/2017,4813,3.19E-04,4813,0.00110966
amazon-simpledb,12/21/2017,389,2.58E-05,79,1.82E-05
ios8,12/21/2017,9429,6.25E-04,3277,7.56E-04
applepayjs,12/21/2017,18,1.19E-06,8,1.84E-06
amazon-mws,12/21/2017,616,4.08E-05,244,5.63E-05
amazon-elb,12/21/2017,924,6.12E-05,346,7.98E-05
amazon-data-pipeline,12/21/2017,353,2.34E-05,177,4.08E-05
amazon-redshift,12/21/2017,2594,1.72E-04,933,2.15E-04
ios9,12/21/2017,4183,2.77E-04,1633,3.77E-04
dropbox-api,12/21/2017,1998,1.32E-04,804,1.85E-04
amazon,12/21/2017,3961,2.62E-04,1548,3.57E-04
amazon-emr,12/21/2017,942,6.24E-05,428,9.87E-05
amazon-cloudsearch,12/21/2017,303,2.01E-05,131,3.02E-05
amazon-ecs,12/21/2017,607,4.02E-05,268,6.18E-05
android-pay,12/21/2017,487,3.23E-05,227,5.23E-05
amazon-route53,12/21/2017,868,5.75E-05,287,6.62E-05
excel,12/21/2017,136212,0.009023755,47585,0.010970901
amazon-s3,12/20/2017,21494,0.001424636,8332,0.001922548
citrix,12/20/2017,579,3.84E-05,289,6.67E-05
amazon-cloudformation,12/20/2017,1650,1.09E-04,551,1.27E-04
amazon-mws,12/20/2017,616,4.08E-05,245,5.65E-05
amazon-cloudsearch,12/20/2017,303,2.01E-05,131,3.02E-05
amazon-emr,12/20/2017,941,6.24E-05,427,9.85E-05
mongodb,12/20/2017,91976,0.006096191,31903,0.007361336
paypal,12/20/2017,17605,0.001166866,8320,0.001919772
actionscript,12/20/2017,9045,6.00E-04,2423,5.59E-04
cognos,12/20/2017,810,5.37E-05,368,8.49E-05
dropbox,12/20/2017,2968,1.97E-04,1138,2.63E-04
amazon-cognito,12/20/2017,1298,8.60E-05,486,1.12E-04
stripe-payments,12/20/2017,3535,2.34E-04,1370,3.16E-04
azure,12/20/2017,50548,0.003350342,16970,0.003915691
osx,12/20/2017,82479,0.005466774,82479,0.019031522
amazon-elastic-beanstalk,12/20/2017,552,3.66E-05,274,6.32E-05
ios8,12/20/2017,9429,6.25E-04,3277,7.56E-04
google-spreadsheet,12/20/2017,12456,8.26E-04,4717,0.001088411
amazon-cloudfront,12/20/2017,1934,1.28E-04,730,1.68E-04
amazon-ecs,12/20/2017,607,4.02E-05,268,6.18E-05
amazon-elasticache,12/20/2017,371,2.46E-05,150,3.46E-05
amazon-glacier,12/20/2017,170,1.13E-05,52,1.20E-05
amazon-dynamodb,12/20/2017,4657,3.09E-04,1664,3.84E-04
amazon-rds,12/20/2017,1985,1.32E-04,767,1.77E-04
amazon-ebs,12/20/2017,317,2.10E-05,53,1.22E-05
amazon-ses,12/20/2017,691,4.58E-05,234,5.40E-05
ios,12/20/2017,543750,0.036040181,178663,0.041225388
amazon-kinesis,12/20/2017,562,3.72E-05,260,6.00E-05
excel,12/20/2017,136065,0.009018447,47504,0.010961167
amazon-lambda,12/20/2017,4798,3.18E-04,4798,0.001107104
amazon-cloudwatch,12/20/2017,819,5.43E-05,321,7.41E-05
amazon-route53,12/20/2017,868,5.75E-05,287,6.62E-05
amazon-sns,12/20/2017,1133,7.51E-05,503,1.16E-04
amazon-vpc,12/20/2017,573,3.80E-05,163,3.76E-05
dropbox-api,12/20/2017,1997,1.32E-04,803,1.85E-04
amazon-redshift,12/20/2017,2593,1.72E-04,935,2.16E-04
amazon-web-services,12/20/2017,50384,0.003339483,19329,0.004460026
sql-server,12/20/2017,220394,0.014607808,54083,0.01247921
actionscript-3,12/20/2017,40993,0.002717046,11051,0.002549944
applepay,12/20/2017,296,1.96E-05,134,3.09E-05
amazon-sqs,12/20/2017,1246,8.26E-05,410,9.46E-05
windows,12/20/2017,116372,0.007713186,35897,0.008282939
amazon-rds-aurora,12/20/2017,195,1.29E-05,84,1.94E-05
amazon-swf,12/20/2017,220,1.46E-05,74,1.71E-05
amazon-ec2,12/20/2017,19881,0.001317725,7238,0.001670116
applepayjs,12/20/2017,18,1.19E-06,8,1.85E-06
android,12/20/2017,1060306,0.070277583,396257,0.091433169
amazon-simpledb,12/20/2017,389,2.58E-05,79,1.82E-05
amazon-elb,12/20/2017,923,6.12E-05,345,7.96E-05
ios9,12/20/2017,4183,2.77E-04,1634,3.77E-04
amazon-data-pipeline,12/20/2017,353,2.34E-05,178,4.11E-05
amazon,12/20/2017,3961,2.63E-04,1548,3.57E-04
android-pay,12/20/2017,487,3.23E-05,227,5.24E-05
amazon-elasticache,12/19/2017,369,2.45E-05,149,3.44E-05
google-spreadsheet,12/19/2017,12435,8.25E-04,4706,0.00108674
mongodb,12/19/2017,91918,0.006095457,31871,0.007359832
amazon-glacier,12/19/2017,170,1.13E-05,52,1.20E-05
amazon-cloudfront,12/19/2017,1933,1.28E-04,730,1.69E-04
amazon-redshift,12/19/2017,2588,1.72E-04,931,2.15E-04
actionscript-3,12/19/2017,40988,0.002718101,11047,0.002551065
azure,12/19/2017,50486,0.00334794,16938,0.003911429
android,12/19/2017,1059833,0.070282138,396017,0.091450929
amazon-web-services,12/19/2017,50312,0.003336416,19300,0.004456909
amazon-elb,12/19/2017,923,6.12E-05,346,7.99E-05
amazon,12/19/2017,3956,2.62E-04,1544,3.57E-04
android-pay,12/19/2017,486,3.22E-05,226,5.22E-05
amazon-mws,12/19/2017,616,4.08E-05,246,5.68E-05
amazon-cloudsearch,12/19/2017,303,2.01E-05,131,3.03E-05
cognos,12/19/2017,809,5.36E-05,367,8.47E-05
osx,12/19/2017,82438,0.005466841,82438,0.019037278
amazon-ecs,12/19/2017,606,4.02E-05,267,6.17E-05
amazon-rds,12/19/2017,1986,1.32E-04,767,1.77E-04
amazon-kinesis,12/19/2017,561,3.72E-05,260,6.00E-05
amazon-cloudwatch,12/19/2017,817,5.42E-05,320,7.39E-05
amazon-lambda,12/19/2017,4787,3.17E-04,4787,0.001105449
dropbox-api,12/19/2017,1997,1.32E-04,803,1.85E-04
applepay,12/19/2017,296,1.96E-05,134,3.09E-05
excel,12/19/2017,135964,0.009016354,47461,0.010959993
windows,12/19/2017,116324,0.00771394,35870,0.008283322
amazon-cloudformation,12/19/2017,1643,1.09E-04,546,1.26E-04
amazon-emr,12/19/2017,941,6.24E-05,427,9.86E-05
paypal,12/19/2017,17602,0.001167263,8319,0.001921074
dropbox,12/19/2017,2968,1.97E-04,1138,2.63E-04
ios,12/19/2017,543540,0.036044625,178550,0.041232281
amazon-ebs,12/19/2017,317,2.10E-05,53,1.22E-05
sql-server,12/19/2017,220259,0.014606312,54020,0.012474633
amazon-s3,12/19/2017,21468,0.00142364,8322,0.001921782
amazon-sqs,12/19/2017,1245,8.26E-05,410,9.47E-05
amazon-rds-aurora,12/19/2017,195,1.29E-05,85,1.96E-05
amazon-swf,12/19/2017,220,1.46E-05,74,1.71E-05
amazon-ec2,12/19/2017,19865,0.001317338,7230,0.001669609
applepayjs,12/19/2017,18,1.19E-06,8,1.85E-06
amazon-simpledb,12/19/2017,387,2.57E-05,77,1.78E-05
amazon-sns,12/19/2017,1133,7.51E-05,503,1.16E-04
amazon-cognito,12/19/2017,1298,8.61E-05,488,1.13E-04
amazon-vpc,12/19/2017,572,3.79E-05,162,3.74E-05
actionscript,12/19/2017,9045,6.00E-04,2423,5.60E-04
amazon-ses,12/19/2017,690,4.58E-05,233,5.38E-05
amazon-route53,12/19/2017,868,5.76E-05,287,6.63E-05
amazon-dynamodb,12/19/2017,4650,3.08E-04,1662,3.84E-04
ios8,12/19/2017,9429,6.25E-04,3277,7.57E-04
stripe-payments,12/19/2017,3533,2.34E-04,1368,3.16E-04
citrix,12/19/2017,579,3.84E-05,289,6.67E-05
amazon-data-pipeline,12/19/2017,353,2.34E-05,178,4.11E-05
ios9,12/19/2017,4183,2.77E-04,1635,3.78E-04
amazon-elastic-beanstalk,12/19/2017,552,3.66E-05,274,6.33E-05
sql-server,12/18/2017,220152,0.014606358,53975,0.012472698
android,12/18/2017,1059365,0.070285478,395794,0.091461486
amazon-redshift,12/18/2017,2580,1.71E-04,927,2.14E-04
actionscript-3,12/18/2017,40987,0.002719367,11047,0.002552792
amazon-ebs,12/18/2017,317,2.10E-05,53,1.22E-05
amazon-sns,12/18/2017,1131,7.50E-05,501,1.16E-04
amazon-cloudfront,12/18/2017,1932,1.28E-04,729,1.68E-04
amazon-glacier,12/18/2017,170,1.13E-05,52,1.20E-05
actionscript,12/18/2017,9044,6.00E-04,2422,5.60E-04
amazon-ses,12/18/2017,689,4.57E-05,232,5.36E-05
paypal,12/18/2017,17591,0.001167104,8309,0.001920064
excel,12/18/2017,135870,0.009014532,47405,0.010954501
dropbox,12/18/2017,2968,1.97E-04,1138,2.63E-04
ios,12/18/2017,543367,0.036050025,178486,0.041245799
amazon-emr,12/18/2017,941,6.24E-05,428,9.89E-05
amazon-cloudformation,12/18/2017,1639,1.09E-04,545,1.26E-04
windows,12/18/2017,116259,0.007713401,35842,0.008282474
applepay,12/18/2017,295,1.96E-05,133,3.07E-05
dropbox-api,12/18/2017,1997,1.32E-04,804,1.86E-04
google-spreadsheet,12/18/2017,12423,8.24E-04,4697,0.0010854
amazon-lambda,12/18/2017,4778,3.17E-04,4778,0.001104119
amazon-cloudwatch,12/18/2017,816,5.41E-05,320,7.39E-05
amazon-route53,12/18/2017,868,5.76E-05,289,6.68E-05
amazon-kinesis,12/18/2017,561,3.72E-05,261,6.03E-05
amazon-rds,12/18/2017,1985,1.32E-04,766,1.77E-04
amazon-dynamodb,12/18/2017,4643,3.08E-04,1660,3.84E-04
amazon-ecs,12/18/2017,606,4.02E-05,267,6.17E-05
ios8,12/18/2017,9429,6.26E-04,3277,7.57E-04
amazon-elastic-beanstalk,12/18/2017,552,3.66E-05,274,6.33E-05
osx,12/18/2017,82401,0.005467069,82401,0.019041639
cognos,12/18/2017,809,5.37E-05,367,8.48E-05
stripe-payments,12/18/2017,3530,2.34E-04,1367,3.16E-04
mongodb,12/18/2017,91863,0.006094782,31852,0.007360409
amazon-web-services,12/18/2017,50250,0.003333939,19276,0.004454387
amazon-cloudsearch,12/18/2017,303,2.01E-05,131,3.03E-05
amazon-data-pipeline,12/18/2017,352,2.34E-05,177,4.09E-05
amazon-mws,12/18/2017,616,4.09E-05,247,5.71E-05
citrix,12/18/2017,579,3.84E-05,289,6.68E-05
amazon,12/18/2017,3955,2.62E-04,1544,3.57E-04
amazon-elasticache,12/18/2017,368,2.44E-05,148,3.42E-05
android-pay,12/18/2017,485,3.22E-05,225,5.20E-05
amazon-simpledb,12/18/2017,387,2.57E-05,77,1.78E-05
amazon-elb,12/18/2017,922,6.12E-05,345,7.97E-05
applepayjs,12/18/2017,18,1.19E-06,8,1.85E-06
amazon-vpc,12/18/2017,571,3.79E-05,163,3.77E-05
amazon-ec2,12/18/2017,19847,0.00131679,7223,0.001669124
azure,12/18/2017,50439,0.00334646,16913,0.003908306
amazon-swf,12/18/2017,220,1.46E-05,74,1.71E-05
amazon-rds-aurora,12/18/2017,194,1.29E-05,84,1.94E-05
amazon-cognito,12/18/2017,1293,8.58E-05,486,1.12E-04
amazon-sqs,12/18/2017,1245,8.26E-05,411,9.50E-05
amazon-s3,12/18/2017,21449,0.001423078,8311,0.001920544
ios9,12/18/2017,4183,2.78E-04,1635,3.78E-04
amazon-web-services,12/17/2017,50231,0.003333515,19276,0.004456203
excel,12/17/2017,135841,0.009014886,47383,0.010953895
ios,12/17/2017,543252,0.036051097,178422,0.04124749
amazon-rds-aurora,12/17/2017,193,1.28E-05,83,1.92E-05
amazon-ec2,12/17/2017,19841,0.001316722,7223,0.001669805
amazon-s3,12/17/2017,21442,0.00142297,8315,0.001922251
cognos,12/17/2017,810,5.38E-05,367,8.48E-05
amazon-cloudsearch,12/17/2017,303,2.01E-05,131,3.03E-05
amazon,12/17/2017,3954,2.62E-04,1544,3.57E-04
amazon-cloudfront,12/17/2017,1932,1.28E-04,731,1.69E-04
amazon-route53,12/17/2017,868,5.76E-05,290,6.70E-05
android,12/17/2017,1059119,0.070286914,395652,0.091466083
actionscript,12/17/2017,9043,6.00E-04,2422,5.60E-04
android-pay,12/17/2017,485,3.22E-05,225,5.20E-05
actionscript-3,12/17/2017,40983,0.002719785,11046,0.002553605
google-spreadsheet,12/17/2017,12412,8.24E-04,4687,0.001083531
amazon-dynamodb,12/17/2017,4637,3.08E-04,1658,3.83E-04
stripe-payments,12/17/2017,3528,2.34E-04,1366,3.16E-04
amazon-glacier,12/17/2017,170,1.13E-05,52,1.20E-05
amazon-redshift,12/17/2017,2579,1.71E-04,926,2.14E-04
osx,12/17/2017,82382,0.005467002,82382,0.01904503
amazon-ecs,12/17/2017,606,4.02E-05,267,6.17E-05
amazon-rds,12/17/2017,1983,1.32E-04,765,1.77E-04
amazon-lambda,12/17/2017,4773,3.17E-04,4773,0.001103415
dropbox-api,12/17/2017,1997,1.33E-04,804,1.86E-04
applepay,12/17/2017,295,1.96E-05,133,3.07E-05
windows,12/17/2017,116235,0.007713762,35834,0.008284021
dropbox,12/17/2017,2967,1.97E-04,1137,2.63E-04
sql-server,12/17/2017,220122,0.014608067,53962,0.01247481
amazon-sqs,12/17/2017,1245,8.26E-05,411,9.50E-05
amazon-swf,12/17/2017,220,1.46E-05,74,1.71E-05
amazon-data-pipeline,12/17/2017,351,2.33E-05,176,4.07E-05
amazon-sns,12/17/2017,1131,7.51E-05,502,1.16E-04
amazon-elasticache,12/17/2017,368,2.44E-05,148,3.42E-05
applepayjs,12/17/2017,18,1.19E-06,8,1.85E-06
amazon-ebs,12/17/2017,317,2.10E-05,54,1.25E-05
amazon-cloudformation,12/17/2017,1637,1.09E-04,543,1.26E-04
amazon-kinesis,12/17/2017,561,3.72E-05,261,6.03E-05
amazon-ses,12/17/2017,689,4.57E-05,232,5.36E-05
amazon-elastic-beanstalk,12/17/2017,552,3.66E-05,274,6.33E-05
ios9,12/17/2017,4183,2.78E-04,1635,3.78E-04
ios8,12/17/2017,9429,6.26E-04,3277,7.58E-04
mongodb,12/17/2017,91816,0.006093224,31831,0.00735861
amazon-elb,12/17/2017,922,6.12E-05,347,8.02E-05
amazon-cloudwatch,12/17/2017,816,5.42E-05,321,7.42E-05
amazon-emr,12/17/2017,941,6.24E-05,428,9.89E-05
amazon-vpc,12/17/2017,570,3.78E-05,163,3.77E-05
amazon-cognito,12/17/2017,1292,8.57E-05,485,1.12E-04
amazon-mws,12/17/2017,616,4.09E-05,247,5.71E-05
azure,12/17/2017,50425,0.00334638,16905,0.003908061
citrix,12/17/2017,579,3.84E-05,289,6.68E-05
paypal,12/17/2017,17587,0.001167135,8307,0.001920394
amazon-simpledb,12/17/2017,387,2.57E-05,77,1.78E-05
amazon-kinesis,12/16/2017,561,3.72E-05,261,6.04E-05
amazon-lambda,12/16/2017,4769,3.17E-04,4769,0.001102942
dropbox-api,12/16/2017,1996,1.32E-04,803,1.86E-04
applepay,12/16/2017,295,1.96E-05,133,3.07E-05
windows,12/16/2017,116211,0.007714047,35817,0.008283437
amazon-cloudformation,12/16/2017,1637,1.09E-04,544,1.26E-04
dropbox,12/16/2017,2967,1.97E-04,1138,2.63E-04
amazon-sqs,12/16/2017,1243,8.25E-05,411,9.51E-05
azure,12/16/2017,50406,0.003345932,16897,0.00390779
amazon-ebs,12/16/2017,317,2.10E-05,54,1.25E-05
ios,12/16/2017,543498,0.036049355,178690,0.041227699
sql-server,12/16/2017,220068,0.014608039,53933,0.012473144
amazon-cognito,12/16/2017,1289,8.56E-05,484,1.12E-04
citrix,12/16/2017,579,3.84E-05,289,6.68E-05
actionscript,12/16/2017,9047,6.00E-04,2425,5.60E-04
amazon-vpc,12/16/2017,570,3.78E-05,164,3.79E-05
amazon-cloudfront,12/16/2017,1932,1.28E-04,733,1.70E-04
amazon-emr,12/16/2017,940,6.24E-05,427,9.88E-05
amazon,12/16/2017,3951,2.62E-04,1541,3.56E-04
amazon-route53,12/16/2017,869,5.77E-05,289,6.68E-05
amazon-cloudsearch,12/16/2017,303,2.01E-05,131,3.03E-05
cognos,12/16/2017,810,5.38E-05,367,8.49E-05
paypal,12/16/2017,17584,0.001167219,8306,0.001920938
amazon-s3,12/16/2017,21439,0.001423014,8315,0.001922787
amazon-ses,12/16/2017,689,4.57E-05,232,5.37E-05
amazon-cloudwatch,12/16/2017,815,5.41E-05,320,7.40E-05
amazon-data-pipeline,12/16/2017,351,2.33E-05,176,4.07E-05
android-pay,12/16/2017,485,3.22E-05,225,5.20E-05
amazon-elb,12/16/2017,921,6.11E-05,346,8.00E-05
excel,12/16/2017,135812,0.009015157,47371,0.01095555
android,12/16/2017,1058849,0.070286115,395513,0.091470807
actionscript-3,12/16/2017,40988,0.002718668,11049,0.002549251
amazon-mws,12/16/2017,616,4.09E-05,247,5.71E-05
amazon-elasticache,12/16/2017,368,2.44E-05,149,3.45E-05
mongodb,12/16/2017,91784,0.006092571,31816,0.00735809
google-spreadsheet,12/16/2017,12412,8.24E-04,4693,0.001085356
amazon-web-services,12/16/2017,50216,0.003332485,19277,0.004455999
ios8,12/16/2017,9429,6.25E-04,3277,7.56E-04
amazon-dynamodb,12/16/2017,4633,3.08E-04,1655,3.83E-04
stripe-payments,12/16/2017,3526,2.34E-04,1366,3.16E-04
amazon-ec2,12/16/2017,19837,0.001316571,7223,0.001669822
ios9,12/16/2017,4184,2.78E-04,1636,3.77E-04
amazon-elastic-beanstalk,12/16/2017,552,3.66E-05,274,6.34E-05
amazon-simpledb,12/16/2017,387,2.57E-05,77,1.78E-05
applepayjs,12/16/2017,19,1.26E-06,9,2.08E-06
amazon-rds-aurora,12/16/2017,193,1.28E-05,83,1.92E-05
amazon-glacier,12/16/2017,170,1.13E-05,52,1.20E-05
amazon-redshift,12/16/2017,2577,1.71E-04,927,2.14E-04
amazon-sns,12/16/2017,1129,7.49E-05,500,1.16E-04
osx,12/16/2017,82440,0.005468114,82440,0.019020719
amazon-ecs,12/16/2017,606,4.02E-05,267,6.17E-05
amazon-rds,12/16/2017,1983,1.32E-04,765,1.77E-04
amazon-swf,12/16/2017,220,1.46E-05,74,1.71E-05
paypal,12/15/2017,17603,0.001168101,8324,0.001921739
amazon-cloudfront,12/15/2017,1930,1.28E-04,731,1.69E-04
amazon,12/15/2017,3950,2.62E-04,1541,3.56E-04
amazon-cloudsearch,12/15/2017,304,2.02E-05,133,3.07E-05
cognos,12/15/2017,810,5.37E-05,367,8.47E-05
amazon-web-services,12/15/2017,50226,0.003332869,19318,0.00446
applepayjs,12/15/2017,19,1.26E-06,9,2.08E-06
amazon-swf,12/15/2017,220,1.46E-05,74,1.71E-05
amazon-sqs,12/15/2017,1242,8.24E-05,410,9.47E-05
ios,12/15/2017,543323,0.036053672,178598,0.041233815
sql-server,12/15/2017,220049,0.014602036,53980,0.012462216
amazon-ebs,12/15/2017,317,2.10E-05,54,1.25E-05
dropbox,12/15/2017,2967,1.97E-04,1138,2.63E-04
amazon-cloudformation,12/15/2017,1635,1.08E-04,543,1.25E-04
windows,12/15/2017,116298,0.007717314,35915,0.008291598
applepay,12/15/2017,295,1.96E-05,133,3.07E-05
dropbox-api,12/15/2017,1997,1.33E-04,804,1.86E-04
amazon-lambda,12/15/2017,4774,3.17E-04,4774,0.001102182
amazon-kinesis,12/15/2017,562,3.73E-05,262,6.05E-05
amazon-rds,12/15/2017,1982,1.32E-04,766,1.77E-04
amazon-ecs,12/15/2017,606,4.02E-05,267,6.16E-05
osx,12/15/2017,82406,0.005468273,82406,0.019025486
amazon-sns,12/15/2017,1128,7.49E-05,500,1.15E-04
amazon-ses,12/15/2017,689,4.57E-05,232,5.36E-05
stripe-payments,12/15/2017,3531,2.34E-04,1372,3.17E-04
amazon-redshift,12/15/2017,2575,1.71E-04,928,2.14E-04
amazon-glacier,12/15/2017,170,1.13E-05,52,1.20E-05
amazon-rds-aurora,12/15/2017,193,1.28E-05,83,1.92E-05
amazon-simpledb,12/15/2017,387,2.57E-05,77,1.78E-05
amazon-elastic-beanstalk,12/15/2017,552,3.66E-05,274,6.33E-05
ios9,12/15/2017,4184,2.78E-04,1636,3.78E-04
amazon-ec2,12/15/2017,19842,0.001316665,7235,0.001670364
amazon-dynamodb,12/15/2017,4634,3.08E-04,1659,3.83E-04
ios8,12/15/2017,9429,6.26E-04,3277,7.57E-04
amazon-elasticache,12/15/2017,368,2.44E-05,149,3.44E-05
google-spreadsheet,12/15/2017,12427,8.25E-04,4706,0.001086467
mongodb,12/15/2017,91828,0.006093514,31869,0.00735746
actionscript-3,12/15/2017,40984,0.002719597,11045,0.002549996
amazon-elb,12/15/2017,921,6.11E-05,346,7.99E-05
excel,12/15/2017,135869,0.009016012,47474,0.010960201
android-pay,12/15/2017,485,3.22E-05,226,5.22E-05
amazon-data-pipeline,12/15/2017,352,2.34E-05,178,4.11E-05
amazon-cloudwatch,12/15/2017,815,5.41E-05,320,7.39E-05
amazon-s3,12/15/2017,21439,0.001422637,8329,0.001922939
amazon-emr,12/15/2017,941,6.24E-05,430,9.93E-05
amazon-vpc,12/15/2017,572,3.80E-05,166,3.83E-05
actionscript,12/15/2017,9047,6.00E-04,2425,5.60E-04
amazon-cognito,12/15/2017,1288,8.55E-05,484,1.12E-04
azure,12/15/2017,50400,0.003344448,16914,0.003904891
amazon-mws,12/15/2017,615,4.08E-05,247,5.70E-05
android,12/15/2017,1059247,0.070289783,396071,0.091440319
amazon-route53,12/15/2017,868,5.76E-05,288,6.65E-05
citrix,12/15/2017,580,3.85E-05,290,6.70E-05
citrix,12/14/2017,580,3.85E-05,290,6.70E-05
actionscript-3,12/14/2017,40984,0.002721049,11046,0.002552265
azure,12/14/2017,50325,0.003341263,16883,0.003900864
amazon-route53,12/14/2017,865,5.74E-05,286,6.61E-05
amazon-sns,12/14/2017,1125,7.47E-05,501,1.16E-04
amazon-web-services,12/14/2017,50152,0.003329736,19288,0.004456635
amazon-sqs,12/14/2017,1241,8.24E-05,410,9.47E-05
android-pay,12/14/2017,485,3.22E-05,226,5.22E-05
osx,12/14/2017,82371,0.005468865,82371,0.019032503
amazon-elb,12/14/2017,918,6.09E-05,345,7.97E-05
excel,12/14/2017,135772,0.009014416,47434,0.010959789
amazon-cloudwatch,12/14/2017,815,5.41E-05,321,7.42E-05
amazon-s3,12/14/2017,21415,0.001421803,8327,0.001924013
amazon-data-pipeline,12/14/2017,352,2.34E-05,178,4.11E-05
amazon-swf,12/14/2017,220,1.46E-05,74,1.71E-05
amazon-cloudsearch,12/14/2017,304,2.02E-05,133,3.07E-05
cognos,12/14/2017,809,5.37E-05,367,8.48E-05
dropbox-api,12/14/2017,1994,1.32E-04,802,1.85E-04
stripe-payments,12/14/2017,3527,2.34E-04,1368,3.16E-04
amazon-ebs,12/14/2017,317,2.10E-05,54,1.25E-05
ios,12/14/2017,543068,0.036055968,178500,0.041243907
windows,12/14/2017,116240,0.007717611,35892,0.008292974
applepayjs,12/14/2017,19,1.26E-06,9,2.08E-06
amazon-rds,12/14/2017,1977,1.31E-04,764,1.77E-04
sql-server,12/14/2017,219936,0.014602377,53942,0.012463491
amazon-redshift,12/14/2017,2574,1.71E-04,928,2.14E-04
amazon-glacier,12/14/2017,170,1.13E-05,52,1.20E-05
amazon-rds-aurora,12/14/2017,192,1.27E-05,82,1.89E-05
amazon-cognito,12/14/2017,1285,8.53E-05,483,1.12E-04
amazon-simpledb,12/14/2017,387,2.57E-05,77,1.78E-05
amazon-cloudformation,12/14/2017,1630,1.08E-04,541,1.25E-04
paypal,12/14/2017,17593,0.001168064,8319,0.001922128
actionscript,12/14/2017,9047,6.01E-04,2425,5.60E-04
amazon-vpc,12/14/2017,571,3.79E-05,166,3.84E-05
amazon-kinesis,12/14/2017,561,3.72E-05,262,6.05E-05
amazon-elastic-beanstalk,12/14/2017,552,3.66E-05,274,6.33E-05
amazon-mws,12/14/2017,615,4.08E-05,247,5.71E-05
dropbox,12/14/2017,2963,1.97E-04,1135,2.62E-04
amazon-lambda,12/14/2017,4761,3.16E-04,4761,0.00110006
amazon-cloudfront,12/14/2017,1926,1.28E-04,729,1.68E-04
ios9,12/14/2017,4184,2.78E-04,1636,3.78E-04
amazon-ecs,12/14/2017,605,4.02E-05,267,6.17E-05
applepay,12/14/2017,295,1.96E-05,134,3.10E-05
amazon-ec2,12/14/2017,19822,0.00131604,7222,0.001668695
amazon-dynamodb,12/14/2017,4631,3.07E-04,1656,3.83E-04
amazon-emr,12/14/2017,941,6.25E-05,431,9.96E-05
amazon,12/14/2017,3946,2.62E-04,1539,3.56E-04
ios8,12/14/2017,9429,6.26E-04,3277,7.57E-04
amazon-ses,12/14/2017,689,4.57E-05,232,5.36E-05
amazon-elasticache,12/14/2017,367,2.44E-05,148,3.42E-05
android,12/14/2017,1058683,0.070288528,395735,0.091436611
google-spreadsheet,12/14/2017,12409,8.24E-04,4703,0.001086651
mongodb,12/14/2017,91765,0.006092585,31836,0.007355731
amazon-ecs,12/13/2017,606,4.03E-05,268,6.20E-05
actionscript-3,12/13/2017,40980,0.002722286,11043,0.002553656
ios8,12/13/2017,9429,6.26E-04,3277,7.58E-04
amazon-web-services,12/13/2017,50084,0.003327052,19252,0.004451935
